"","X.x","Entry","X.y","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"535","lcl|NW_011934606.1_cds_XP_011450633.1_280","A2ARV4",102,"LRP2_MOUSE","reviewed","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)","Lrp2","Mus musculus (Mouse)",4660,"TISSUE SPECIFICITY: In the inner ear, strongly expressed in the marginal cells of the stria vascularis (at protein level) (PubMed:17846082). In the female reproductive tract, expressed on the luminal side of the uterine epithelium (at protein level) (PubMed:16143106). In the adult brain, expressed in ependymal cells of the lateral ventricles where expression is restricted to the ependyma that faces the stem cell niche (at protein level) (PubMed:20460439). Expressed in neurons throughout the brain including in the hippocampus, limbic cortices and cerebellum (at protein level) (PubMed:20637285). In the developing optic nerve, expressed exclusively in astrocytes at 14.5 dpc, 16.5 dpc and 18.5 dpc (at protein level) (PubMed:22354480). {ECO:0000269|PubMed:16143106, ECO:0000269|PubMed:17846082, ECO:0000269|PubMed:20460439, ECO:0000269|PubMed:20637285, ECO:0000269|PubMed:22354480}.","INDUCTION: Down-regulated in the kidney by cannabinoids, such as endocannabinoid anandamide and synthetic cannabinoid HU-210. {ECO:0000269|PubMed:22841573}.","DEVELOPMENTAL STAGE: In the developing optic nerve, more strongly expressed at 14.5 dpc and 16.5 dpc than at 18.5 dpc (at protein level) (PubMed:22354480). In the embryo, expression is detected from 7.5 dpc on the apical side of the developing neural plate and persists throughout later stages of development (PubMed:22340494). After neural tube closure at 9.5 dpc, becomes progressively restricted to the midline region (PubMed:22340494). During the estrus cycle, expression is highest in metestrus II and diestrus (PubMed:16143106). {ECO:0000269|PubMed:16143106, ECO:0000269|PubMed:22340494, ECO:0000269|PubMed:22354480}.","LOC105344512"
"536","lcl|NW_011934606.1_cds_XP_011450633.1_280","A2ARV4",102,"LRP2_MOUSE","reviewed","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)","Lrp2","Mus musculus (Mouse)",4660,"TISSUE SPECIFICITY: In the inner ear, strongly expressed in the marginal cells of the stria vascularis (at protein level) (PubMed:17846082). In the female reproductive tract, expressed on the luminal side of the uterine epithelium (at protein level) (PubMed:16143106). In the adult brain, expressed in ependymal cells of the lateral ventricles where expression is restricted to the ependyma that faces the stem cell niche (at protein level) (PubMed:20460439). Expressed in neurons throughout the brain including in the hippocampus, limbic cortices and cerebellum (at protein level) (PubMed:20637285). In the developing optic nerve, expressed exclusively in astrocytes at 14.5 dpc, 16.5 dpc and 18.5 dpc (at protein level) (PubMed:22354480). {ECO:0000269|PubMed:16143106, ECO:0000269|PubMed:17846082, ECO:0000269|PubMed:20460439, ECO:0000269|PubMed:20637285, ECO:0000269|PubMed:22354480}.","INDUCTION: Down-regulated in the kidney by cannabinoids, such as endocannabinoid anandamide and synthetic cannabinoid HU-210. {ECO:0000269|PubMed:22841573}.","DEVELOPMENTAL STAGE: In the developing optic nerve, more strongly expressed at 14.5 dpc and 16.5 dpc than at 18.5 dpc (at protein level) (PubMed:22354480). In the embryo, expression is detected from 7.5 dpc on the apical side of the developing neural plate and persists throughout later stages of development (PubMed:22340494). After neural tube closure at 9.5 dpc, becomes progressively restricted to the midline region (PubMed:22340494). During the estrus cycle, expression is highest in metestrus II and diestrus (PubMed:16143106). {ECO:0000269|PubMed:16143106, ECO:0000269|PubMed:22340494, ECO:0000269|PubMed:22354480}.","LOC105344512"
"537","lcl|NW_011934608.1_cds_XP_019929151.1_282","Q2V2K5",103,"GNRHR_OCTVU","reviewed","Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R) (oct-GnRHR)","GNRHR","Octopus vulgaris (Common octopus)",407,"TISSUE SPECIFICITY: Widely expressed in peripheral nervous tissue, gonadal tissue and brain. In the brain, expression is high in the palliovisceral lobe and superior buccal lobe but low in the subvertical lobe, superior and inferior frontal lobe, posterior brachial lobe and pedal lobe. Expressed in stomach, rectum, aorta, heart, salivary gland, branchia, pancreas, radula retractor muscle, branchial vessel but not in white body, esophagus, liver and kidney. {ECO:0000269|PubMed:16367741}.","","","LOC109620683"
"538","lcl|NW_011934612.1_cds_XP_011453081.1_300","C8BKC7",105,"MYD88_SHEEP","reviewed","Myeloid differentiation primary response protein MyD88","MYD88","Ovis aries (Sheep)",296,"TISSUE SPECIFICITY: Detecetd in mesenteric lymph node, prescapular lymph node, lymphocytes, lung, kidney, skin and urinary bladder. {ECO:0000269|PubMed:17604125}.","","","LOC105346243"
"539","lcl|NW_011934612.1_cds_XP_011453378.1_302","Q28EH9",106,"NEMP1_XENTR","reviewed","Nuclear envelope integral membrane protein 1","nemp1 tmem194a TTpA010p19.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",431,"","","","LOC105346473"
"54","lcl|NW_011934520.1_cds_XP_011429578.1_13","Q6F6B3",34,"TANC1_RAT","reviewed","Protein TANC1 (TPR domain, ankyrin-repeat and coiled-coil domain-containing protein 1)","Tanc1 Tanc","Rattus norvegicus (Rat)",1849,"TISSUE SPECIFICITY: Expressed in heart, lung, liver and kidney. Expressed in brain (at protein level). {ECO:0000269|PubMed:15673434}.","","DEVELOPMENTAL STAGE: Detected as early as postnatal day one with increasing expression levels through 20 weeks after birth.","LOC105329584"
"540","lcl|NW_011934612.1_cds_XP_011453584.1_303","E9Q4F2",107,"KLH18_MOUSE","reviewed","Kelch-like protein 18","Klhl18","Mus musculus (Mouse)",574,"TISSUE SPECIFICITY: Predominantly expressed in maturing and mature retinal photoreceptor cells. {ECO:0000269|PubMed:31696965}.","","","LOC105346591"
"541","lcl|NW_011934612.1_cds_XP_011453703.1_304","Q7Z442",108,"PK1L2_HUMAN","reviewed","Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)","PKD1L2 KIAA1879 PC1L2","Homo sapiens (Human)",2459,"TISSUE SPECIFICITY: Expressed in all tissues tested including brain, placenta, mammary gland, testis, lung and liver. Highest expression in skeletal muscle. Isoform 2 is expressed in heart and kidney. {ECO:0000269|PubMed:12782129}.","","DEVELOPMENTAL STAGE: Expressed in fetal heart.","LOC105346668"
"542","lcl|NW_011934612.1_cds_XP_011453923.1_309","Q8BYF6",111,"SC5A8_MOUSE","reviewed","Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8)","Slc5a8 Smct Smct1","Mus musculus (Mouse)",611,"TISSUE SPECIFICITY: Expressed in brain, colon, kidney and in the ileum and jejunum of small intestine. In the kidney, expression occurred in the proximal tubule and the loop of Henle, being restricted to tubular epithelial cells in both the cortex and the medulla. In the colon, predominantly expressed in the distal half of the large bowel and in the most terminal ileum. Localized selectively in the luminal surface of crypts in the large intestine and to the brush border in the middle parts of crypts in the cecum. In the brain, expression was seen throughout, exclusively in neurons, including the cortex, hippocampus, cerebellum and pituitary gland (at protein level). Expression is reduced in oligodendrogliomas. {ECO:0000269|PubMed:15322102, ECO:0000269|PubMed:15867356, ECO:0000269|PubMed:16805814, ECO:0000269|PubMed:17099289, ECO:0000269|PubMed:17245649}.","","","LOC105346846"
"543","lcl|NW_011934612.1_cds_XP_011454171.1_311","Q7M3Y3",112,"TNNI_CHLNI","reviewed","Troponin I (TnI)","","Chlamys nipponensis akazara (Akazara scallop) (Japanese scallop)",292,"","","","LOC105346986"
"544","lcl|NW_011934612.1_cds_XP_011454255.1_312","Q7M3Y3",112,"TNNI_CHLNI","reviewed","Troponin I (TnI)","","Chlamys nipponensis akazara (Akazara scallop) (Japanese scallop)",292,"","","","LOC105346986"
"545","lcl|NW_011934612.1_cds_XP_011454490.1_305","Q2EG98",109,"PK1L3_MOUSE","reviewed","Polycystic kidney disease protein 1-like 3 (PC1-like 3 protein) (Polycystin-1L3)","Pkd1l3 71B10","Mus musculus (Mouse)",2201,"TISSUE SPECIFICITY: Expressed in a subset of taste receptor cells distinct from those involved in bitter, sweet and umami taste. Expressed in circumvallate and foliate taste buds, but not in surrounding non-gustatory lingual epithelium cells. Expressed in testis. {ECO:0000269|PubMed:16805797, ECO:0000269|PubMed:16891422, ECO:0000269|PubMed:16929298}.","","","LOC105347188"
"546","lcl|NW_011934612.1_cds_XP_019929820.1_299","Q6GNV7",104,"DIRC2_XENLA","reviewed","Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)","slc49a4 dirc2","Xenopus laevis (African clawed frog)",456,"","","","LOC105347120"
"547","lcl|NW_011934612.1_cds_XP_019930013.1_306","Q7Z443",110,"PK1L3_HUMAN","reviewed","Polycystic kidney disease protein 1-like 3 (PC1-like 3 protein) (Polycystin-1L3)","PKD1L3","Homo sapiens (Human)",1732,"TISSUE SPECIFICITY: Highly expressed in placenta, weakly in heart and lung. {ECO:0000269|PubMed:12782129}.","","","LOC105346762"
"548","lcl|NW_011934613.1_cds_XP_019930286.1_313","Q9ESN4",113,"C1QL3_MOUSE","reviewed","Complement C1q-like protein 3 (C1q and tumor necrosis factor-related protein 13) (C1q/TNF-related protein 13) (CTRP13) (Gliacolin)","C1ql3 C1ql Ctrp13","Mus musculus (Mouse)",255,"TISSUE SPECIFICITY: Highly expressed in brain and white adipose tissue. In gonadal fat pad, expressed at lower levels in adipocytes than in the stromal vascular fraction (VSP), which contains preadipocytes, fibroblasts, endothelial cells and occasional immune cells. Expression exhibits sexually dimorphism, with higher levels in females than in males (at protein level). Tends to be up-regulated in adipose tissue from obese males, but not females. Expressed in glial cells. {ECO:0000269|PubMed:21378161}.","INDUCTION: In adipocytes, up-regulated by rosiglitazone, an insulin-sensitizing drug. {ECO:0000269|PubMed:21378161}.","","LOC109621039"
"55","lcl|NW_011934520.1_cds_XP_011429578.1_13","Q0VGY8",35,"TANC1_MOUSE","reviewed","Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)","Tanc1","Mus musculus (Mouse)",1856,"","","","LOC105329584"
"56","lcl|NW_011934520.1_cds_XP_011430737.1_12","Q96MM6",29,"HS12B_HUMAN","reviewed","Heat shock 70 kDa protein 12B","HSPA12B C20orf60","Homo sapiens (Human)",686,"TISSUE SPECIFICITY: Highest expression in muscle and heart. Lower levels in liver and kidney. {ECO:0000269|PubMed:12552099}.","","","LOC105330380"
"57","lcl|NW_011934520.1_cds_XP_011430737.1_12","Q9CZJ2",30,"HS12B_MOUSE","reviewed","Heat shock 70 kDa protein 12B","Hspa12b","Mus musculus (Mouse)",685,"TISSUE SPECIFICITY: Expressed most strongly in heart with little or no expression in other tissues. In the aorta, preferentially expressed in lesions. {ECO:0000269|PubMed:12552099}.","","","LOC105330380"
"58","lcl|NW_011934520.1_cds_XP_011430737.1_12","Q8K0U4",28,"HS12A_MOUSE","reviewed","Heat shock 70 kDa protein 12A","Hspa12a Kiaa0417","Mus musculus (Mouse)",675,"TISSUE SPECIFICITY: Expressed most strongly in brain, kidney and heart with little or no expression in other tissues (PubMed:12552099). In the brain, expressed in glial cells, including astrocytes (at protein level) (PubMed:30679749). In the aorta, preferentially expressed in lesions (PubMed:12552099). {ECO:0000269|PubMed:12552099, ECO:0000269|PubMed:30679749}.","","","LOC105330380"
"59","lcl|NW_011934520.1_cds_XP_011430737.1_12","O43301",27,"HS12A_HUMAN","reviewed","Heat shock 70 kDa protein 12A","HSPA12A KIAA0417","Homo sapiens (Human)",675,"TISSUE SPECIFICITY: Widely expressed with highest levels in brain, kidney and muscle. {ECO:0000269|PubMed:12552099}.","","","LOC105330380"
"6","lcl|NW_011934501.1_cds_XP_011434216.1_2","A4FUY7",2,"MOC2B_BOVIN","reviewed","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","MOCS2","Bos taurus (Bovine)",189,"","","","LOC105317034"
"60","lcl|NW_011934525.1_cds_XP_011432688.1_16","Q9BE52",38,"CK5P2_MACFA","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","CDK5RAP2 QflA-15432","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",862,"","","","LOC105331694"
"61","lcl|NW_011934525.1_cds_XP_011432688.1_16","Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"62","lcl|NW_011934525.1_cds_XP_011432688.1_16","Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"63","lcl|NW_011934525.1_cds_XP_011432688.1_16","Q19UN5",36,"CK5P2_PANTR","reviewed","CDK5 regulatory subunit-associated protein 2","CDK5RAP2","Pan troglodytes (Chimpanzee)",1893,"","","","LOC105331694"
"64","lcl|NW_011934525.1_cds_XP_011432688.1_16","Q96SN8",37,"CK5P2_HUMAN","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)","CDK5RAP2 CEP215 KIAA1633","Homo sapiens (Human)",1893,"TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","","","LOC105331694"
"65","lcl|NW_011934525.1_cds_XP_011433459.1_17","Q19UN5",36,"CK5P2_PANTR","reviewed","CDK5 regulatory subunit-associated protein 2","CDK5RAP2","Pan troglodytes (Chimpanzee)",1893,"","","","LOC105331694"
"66","lcl|NW_011934525.1_cds_XP_011433459.1_17","Q9BE52",38,"CK5P2_MACFA","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","CDK5RAP2 QflA-15432","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",862,"","","","LOC105331694"
"67","lcl|NW_011934525.1_cds_XP_011433459.1_17","Q96SN8",37,"CK5P2_HUMAN","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)","CDK5RAP2 CEP215 KIAA1633","Homo sapiens (Human)",1893,"TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","","","LOC105331694"
"68","lcl|NW_011934525.1_cds_XP_011433459.1_17","Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"69","lcl|NW_011934525.1_cds_XP_011433459.1_17","Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"7","lcl|NW_011934501.1_cds_XP_011434216.1_2","Q5RA61",5,"MOC2B_PONAB","reviewed","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","MOCS2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",172,"","","","LOC105317034"
"70","lcl|NW_011934525.1_cds_XP_011434217.1_14","Q9JLH5",40,"CK5P2_RAT","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2","Rattus norvegicus (Rat)",1903,"","","","LOC105331694"
"71","lcl|NW_011934525.1_cds_XP_011434217.1_14","Q19UN5",36,"CK5P2_PANTR","reviewed","CDK5 regulatory subunit-associated protein 2","CDK5RAP2","Pan troglodytes (Chimpanzee)",1893,"","","","LOC105331694"
"72","lcl|NW_011934525.1_cds_XP_011434217.1_14","Q8K389",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}.","LOC105331694"
"73","lcl|NW_011934525.1_cds_XP_011434217.1_14","Q9BE52",38,"CK5P2_MACFA","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","CDK5RAP2 QflA-15432","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",862,"","","","LOC105331694"
"74","lcl|NW_011934525.1_cds_XP_011434217.1_14","Q96SN8",37,"CK5P2_HUMAN","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)","CDK5RAP2 CEP215 KIAA1633","Homo sapiens (Human)",1893,"TISSUE SPECIFICITY: Widely expressed. Expressed in heart, brain, placenta, lung, liver, skeletal muscle, kidney and pancreas. {ECO:0000269|PubMed:10721722}.","","","LOC105331694"
